Year-Month,Category,Region,Segment,Sales,Profit,Orders,Avg_Discount,Avg_Days_to_Ship
2014-03,Furniture,West,Corporate,1232.624,40.647,3,0.20000000000000004,4.666666666666667
2014-03,Furniture,West,Home Office,1309.33,84.91999999999999,2,0.075,4.5
2014-03,Office Supplies,Central,Consumer,919.8340000000001,-348.611,17,0.1647058823529412,4.235294117647059
2014-03,Office Supplies,Central,Home Office,361.64,121.62389999999999,3,0.20000000000000004,3.0
2014-03,Office Supplies,East,Consumer,433.834,169.0666,11,0.13636363636363635,3.272727272727273
2014-03,Office Supplies,East,Corporate,390.24,132.37939999999998,7,0.1142857142857143,3.7142857142857144
2014-03,Office Supplies,East,Home Office,198.84,72.8617,4,0.1,5.5
2014-03,Office Supplies,South,Consumer,859.892,22.986700000000003,13,0.37692307692307697,3.076923076923077
2014-03,Office Supplies,South,Corporate,624.509,191.6223,16,0.125,3.375
2014-03,Office Supplies,South,Home Office,139.38400000000001,46.2707,4,0.2,4.75
2014-03,Office Supplies,West,Consumer,2308.4900000000002,423.2538,16,0.0625,4.5
2014-03,Office Supplies,West,Corporate,405.378,71.205,9,0.044444444444444446,4.666666666666667
2014-03,Office Supplies,West,Home Office,1963.838,367.75419999999997,2,0.1,5.0
2014-03,Technology,Central,Consumer,79.984,13.9972,1,0.2,4.0
2014-03,Technology,Central,Home Office,826.8539999999999,244.2274,2,0.25,2.5
2014-03,Technology,East,Consumer,479.97,177.5889,1,0.0,3.0
2014-03,Technology,East,Corporate,151.2,32.13,1,0.2,4.0
2014-03,Technology,East,Home Office,15.93,6.199199999999999,2,0.0,4.5
2014-03,Technology,South,Corporate,4615.076,1170.3341,5,0.08,2.4
2014-03,Technology,South,Home Office,23931.699999999997,-1798.0094000000001,3,0.39999999999999997,5.0
2014-03,Technology,West,Consumer,733.0319999999999,60.339,3,0.06666666666666667,4.333333333333333
2014-03,Technology,West,Corporate,95.084,11.497399999999999,2,0.1,4.5
2014-03,Technology,West,Home Office,1582.344,438.6678,2,0.2,5.0
2014-04,Furniture,Central,Consumer,1468.218,-243.38649999999998,4,0.22499999999999998,3.25
2014-04,Furniture,East,Consumer,189.57000000000002,-88.72409999999999,2,0.2,4.5
2014-04,Furniture,East,Home Office,739.844,-52.4116,4,0.3,3.5
2014-04,Furniture,South,Consumer,60.92,15.7676,2,0.0,2.5
2014-04,Furniture,South,Corporate,1955.184,432.534,3,0.06666666666666667,4.666666666666667
2014-04,Furniture,West,Consumer,59.92,27.5632,1,0.0,5.0
2014-04,Furniture,West,Corporate,1317.399,144.5306,5,0.06999999999999999,6.0
2014-04,Furniture,West,Home Office,2153.782,318.50690000000003,5,0.08,3.2
2014-04,Office Supplies,Central,Consumer,1139.458,167.0406,11,0.09090909090909091,3.272727272727273
2014-04,Office Supplies,Central,Corporate,101.728,7.6296,2,0.2,2.0
2014-04,Office Supplies,Central,Home Office,16.608,4.1748,2,0.2,4.0
2014-04,Office Supplies,East,Corporate,1675.718,-195.3667,16,0.20625,4.125
2014-04,Office Supplies,East,Home Office,81.102,22.801000000000002,4,0.22499999999999998,3.25
2014-04,Office Supplies,South,Consumer,1336.24,383.13919999999996,9,0.044444444444444446,3.3333333333333335
2014-04,Office Supplies,South,Corporate,5694.042,254.1509,12,0.03333333333333333,4.166666666666667
2014-04,Office Supplies,South,Home Office,58.32,27.9936,1,0.0,0.0
2014-04,Office Supplies,West,Consumer,195.362,64.6204,8,0.07500000000000001,5.125
2014-04,Office Supplies,West,Corporate,327.214,122.2619,11,0.10909090909090911,5.2727272727272725
2014-04,Office Supplies,West,Home Office,529.282,141.7633,7,0.028571428571428574,3.7142857142857144
2014-04,Technology,Central,Consumer,227.976,28.497,1,0.2,4.0
2014-04,Technology,Central,Home Office,758.352,265.4232,1,0.2,5.0
2014-04,Technology,East,Consumer,19.98,5.1948,1,0.0,5.0
2014-04,Technology,East,Corporate,231.908,65.9844,2,0.2,4.5
2014-04,Technology,East,Home Office,116.784,21.897,1,0.2,2.0
2014-04,Technology,South,Consumer,2120.016,471.61389999999994,5,0.12000000000000002,3.2
2014-04,Technology,South,Corporate,758.9200000000001,215.18550000000002,3,0.0,4.333333333333333
2014-04,Technology,South,Home Office,200.97,50.2425,1,0.0,0.0
2014-04,Technology,West,Consumer,2290.952,323.7496,4,0.15000000000000002,5.25
2014-04,Technology,West,Corporate,2069.616,346.4726,6,0.06666666666666667,5.0
2014-04,Technology,West,Home Office,399.96,139.986,1,0.0,4.0
2014-05,Furniture,Central,Consumer,1081.09,-326.059,7,0.37142857142857144,4.0
2014-05,Furniture,Central,Corporate,1223.2920000000001,-75.2529,2,0.44999999999999996,3.5
2014-05,Furniture,East,Consumer,2293.283,-127.9727,6,0.21666666666666667,3.5
2014-05,Furniture,East,Corporate,139.86,60.1398,1,0.0,2.0
2014-05,Furniture,South,Corporate,310.88,23.316,1,0.2,6.0
2014-05,Furniture,West,Consumer,482.08,54.6276,2,0.2,4.5
2014-05,Furniture,West,Corporate,1382.302,41.3236,5,0.15,4.0
2014-05,Office Supplies,Central,Consumer,439.728,-140.74859999999998,12,0.3166666666666667,3.0833333333333335
2014-05,Office Supplies,Central,Corporate,122.576,-5.803999999999999,3,0.20000000000000004,3.0
2014-05,Office Supplies,Central,Home Office,235.292,-110.68979999999999,4,0.25,3.5
2014-05,Office Supplies,East,Consumer,597.122,194.0034,15,0.15333333333333332,4.466666666666667
2014-05,Office Supplies,East,Corporate,409.204,135.7552,6,0.03333333333333333,2.8333333333333335
2014-05,Office Supplies,East,Home Office,711.6800000000001,297.0884,3,0.0,5.0
2014-05,Office Supplies,South,Consumer,74.74000000000001,26.9186,4,0.0,3.75
2014-05,Office Supplies,South,Corporate,2935.58,1355.4117,8,0.0,1.75
2014-05,Office Supplies,South,Home Office,405.45599999999996,-329.56239999999997,2,0.44999999999999996,2.0
2014-05,Office Supplies,West,Consumer,444.55,175.3161,6,0.03333333333333333,4.166666666666667
2014-05,Office Supplies,West,Corporate,425.0,30.0608,3,0.0,3.0
2014-05,Office Supplies,West,Home Office,334.69599999999997,119.455,5,0.04,4.2
2014-05,Technology,Central,Consumer,205.768,21.1789,3,0.20000000000000004,5.333333333333333
2014-05,Technology,Central,Corporate,740.76,131.35829999999999,2,0.2,3.0
2014-05,Technology,East,Consumer,2634.954,60.92240000000001,3,0.4000000000000001,4.0
2014-05,Technology,East,Corporate,464.0,134.56,1,0.0,2.0
2014-05,Technology,South,Consumer,1434.614,367.5507,5,0.04,5.2
2014-05,Technology,South,Corporate,617.97,173.0316,1,0.0,4.0
2014-05,Technology,West,Consumer,3131.234,393.1797,8,0.07500000000000001,5.0
2014-05,Technology,West,Corporate,370.576,59.6012,4,0.15000000000000002,4.5
2014-06,Furniture,Central,Consumer,1171.3846,-237.25529999999998,4,0.355,4.25
2014-06,Furniture,Central,Corporate,897.862,-75.5522,2,0.3,6.0
2014-06,Furniture,Central,Home Office,2214.7999999999997,638.0332,2,0.0,5.5
2014-06,Furniture,East,Consumer,2680.9249999999997,-20.6314,7,0.18571428571428572,4.714285714285714
2014-06,Furniture,East,Corporate,991.764,-347.1174,1,0.4,5.0
2014-06,Furniture,South,Consumer,1653.49,291.0392,4,0.0,3.25
2014-06,Furniture,South,Corporate,170.352,10.647,1,0.2,4.0
2014-06,Furniture,West,Consumer,2866.988,289.7482,6,0.10000000000000002,4.666666666666667
2014-06,Furniture,West,Corporate,485.23999999999995,25.408,2,0.1,3.5
2014-06,Furniture,West,Home Office,73.32,21.996,1,0.0,5.0
2014-06,Office Supplies,Central,Consumer,1970.262,61.9302,15,0.22666666666666668,3.8
2014-06,Office Supplies,Central,Corporate,769.972,303.9212,8,0.2625,4.75
2014-06,Office Supplies,Central,Home Office,1929.658,621.6095,7,0.05714285714285715,4.571428571428571
2014-06,Office Supplies,East,Consumer,2875.0420000000004,438.9159,23,0.1782608695652174,4.434782608695652
2014-06,Office Supplies,East,Corporate,166.68400000000003,54.9275,2,0.1,5.0
2014-06,Office Supplies,East,Home Office,350.904,110.66999999999999,3,0.06666666666666667,5.0
2014-06,Office Supplies,South,Consumer,1105.729,252.463,9,0.16666666666666666,3.5555555555555554
2014-06,Office Supplies,West,Consumer,3499.898,1092.5739,10,0.25,3.7
2014-06,Office Supplies,West,Corporate,225.08,74.9838,6,0.06666666666666667,3.1666666666666665
2014-06,Office Supplies,West,Home Office,59.808,19.4376,1,0.2,5.0
2014-06,Technology,Central,Consumer,620.384,-77.5616,2,0.30000000000000004,4.0
2014-06,Technology,Central,Home Office,71.976,10.996799999999999,2,0.2,4.0
2014-06,Technology,East,Consumer,3693.837,743.3766,8,0.1875,3.875
2014-06,Technology,South,Consumer,1630.6799999999998,424.29699999999997,4,0.0,3.75
2014-06,Technology,West,Consumer,2155.128,227.8707,4,0.2,4.5
2014-06,Technology,West,Corporate,263.96,19.797,1,0.2,2.0
2014-07,Furniture,Central,Consumer,17.496,-10.0602,1,0.6,4.0
2014-07,Furniture,Central,Corporate,657.93,-93.99,1,0.3,4.0
2014-07,Furniture,Central,Home Office,1510.4699999999998,-169.0638,3,0.39999999999999997,4.0
2014-07,Furniture,East,Consumer,337.06,-22.813399999999998,4,0.2,3.5
2014-07,Furniture,East,Corporate,1049.6100000000001,261.8292,3,0.09999999999999999,4.333333333333333
2014-07,Furniture,South,Consumer,223.478,40.571999999999996,3,0.06666666666666667,4.0
2014-07,Furniture,South,Corporate,232.73600000000002,21.3592,2,0.2,3.0
2014-07,Furniture,West,Consumer,1940.51,81.1619,7,0.1142857142857143,4.0
2014-07,Furniture,West,Corporate,3994.312,236.26839999999999,6,0.16666666666666666,4.5
2014-07,Furniture,West,Home Office,857.4490000000001,28.9834,3,0.18333333333333335,3.6666666666666665
2014-07,Office Supplies,Central,Consumer,2906.692,-3844.8758000000003,10,0.44000000000000006,2.8
2014-07,Office Supplies,Central,Corporate,125.21600000000001,25.662,6,0.3666666666666667,4.666666666666667
2014-07,Office Supplies,Central,Home Office,414.604,2.2560000000000056,5,0.32,4.4
2014-07,Office Supplies,East,Consumer,187.772,15.441599999999998,8,0.1875,3.25
2014-07,Office Supplies,East,Corporate,300.01,138.4908,6,0.0,4.5
2014-07,Office Supplies,East,Home Office,39.48,11.0544,1,0.0,6.0
2014-07,Office Supplies,South,Consumer,297.654,133.0345,7,0.05714285714285715,3.142857142857143
2014-07,Office Supplies,South,Corporate,19.362000000000002,-10.1136,3,0.5333333333333333,4.666666666666667
2014-07,Office Supplies,West,Consumer,8819.99,523.9146999999999,13,0.13076923076923078,3.0
2014-07,Office Supplies,West,Corporate,1410.974,351.878,11,0.09090909090909091,3.6363636363636362
2014-07,Office Supplies,West,Home Office,599.454,171.2402,12,0.06666666666666667,4.333333333333333
2014-07,Technology,Central,Consumer,1066.924,29.604,4,0.15000000000000002,4.0
2014-07,Technology,Central,Corporate,2.97,1.3068,1,0.0,4.0
2014-07,Technology,Central,Home Office,38.272,3.8272,1,0.2,6.0
2014-07,Technology,East,Consumer,1096.264,292.1278,7,0.14285714285714285,3.2857142857142856
2014-07,Technology,East,Corporate,557.95,151.0061,2,0.0,4.5
2014-07,Technology,South,Consumer,479.97,163.1898,1,0.0,3.0
2014-07,Technology,South,Corporate,575.92,71.99,1,0.2,4.0
2014-07,Technology,West,Consumer,2823.93,371.42449999999997,5,0.12000000000000002,4.8
2014-07,Technology,West,Corporate,1105.998,153.0189,5,0.08,4.2
2014-07,Technology,West,Home Office,255.936,28.7928,1,0.2,4.0
2014-08,Furniture,Central,Consumer,910.6020000000001,35.9144,2,0.3,6.0
2014-08,Furniture,Central,Home Office,53.88,22.6296,1,0.0,4.0
2014-08,Furniture,East,Consumer,863.7719999999999,-223.4328,2,0.2,5.0
2014-08,Furniture,East,Corporate,1146.6299999999999,301.0454,2,0.0,2.0
2014-08,Furniture,South,Consumer,968.3345,53.944100000000006,3,0.21666666666666667,4.333333333333333
2014-08,Furniture,South,Corporate,1776.428,470.4614,4,0.05,3.25
2014-08,Furniture,West,Consumer,1305.18,-25.759599999999985,8,0.1625,4.375
2014-08,Furniture,West,Corporate,295.52,28.6692,2,0.0,3.0
2014-08,Office Supplies,Central,Consumer,80.584,-106.586,4,0.6000000000000001,3.5
2014-08,Office Supplies,Central,Corporate,15.552,5.4432,1,0.2,6.0
2014-08,Office Supplies,Central,Home Office,1090.395,302.92019999999997,5,0.02,5.0
2014-08,Office Supplies,East,Consumer,1111.636,178.34269999999998,18,0.10555555555555556,3.4444444444444446
2014-08,Office Supplies,East,Corporate,700.818,262.481,10,0.22999999999999998,3.9
2014-08,Office Supplies,East,Home Office,18.232,5.4495,3,0.13333333333333333,4.666666666666667
2014-08,Office Supplies,South,Consumer,813.616,-267.8202,7,0.21428571428571427,2.5714285714285716
2014-08,Office Supplies,South,Corporate,1606.67,564.1254,11,0.07272727272727274,4.2727272727272725
2014-08,Office Supplies,South,Home Office,298.816,30.881800000000002,5,0.2,4.0
2014-08,Office Supplies,West,Consumer,5203.887,1620.5194999999999,29,0.10689655172413794,4.344827586206897
2014-08,Office Supplies,West,Corporate,325.352,128.5176,7,0.08571428571428573,2.0
2014-08,Office Supplies,West,Home Office,113.904,43.326,2,0.1,4.5
2014-08,Technology,Central,Home Office,871.1700000000001,368.10540000000003,3,0.0,4.666666666666667
2014-08,Technology,East,Consumer,199.98,83.9916,1,0.0,5.0
2014-08,Technology,East,Corporate,391.40999999999997,141.4395,2,0.0,5.0
2014-08,Technology,East,Home Office,149.97,52.4895,1,0.0,6.0
2014-08,Technology,South,Consumer,335.52,120.7872,2,0.0,3.0
2014-08,Technology,South,Corporate,1098.2939999999999,312.8691,3,0.06666666666666667,4.333333333333333
2014-08,Technology,South,Home Office,158.928,41.7186,1,0.2,4.0
2014-08,Technology,West,Consumer,4422.152,687.8513,10,0.16,5.4
2014-08,Technology,West,Corporate,95.1,30.432,1,0.0,4.0
2014-08,Technology,West,Home Office,1487.136,47.348400000000005,3,0.13333333333333333,4.0
2014-09,Furniture,Central,Consumer,4697.46,-279.49830000000003,6,0.2333333333333333,4.833333333333333
2014-09,Furniture,Central,Corporate,9.96,-6.723,1,0.6,4.0
2014-09,Furniture,Central,Home Office,1482.4078,32.729200000000006,7,0.21714285714285714,4.714285714285714
2014-09,Furniture,East,Consumer,7362.064,777.7051,13,0.08461538461538462,4.076923076923077
2014-09,Furniture,East,Corporate,2419.699,360.55440000000004,9,0.16666666666666666,4.111111111111111
2014-09,Furniture,East,Home Office,233.436,26.33,2,0.15000000000000002,3.5
2014-09,Furniture,South,Consumer,524.6,75.31569999999999,4,0.15000000000000002,4.0
2014-09,Furniture,West,Consumer,3594.528,409.8988,8,0.1,4.25
2014-09,Furniture,West,Corporate,551.7940000000001,-13.164499999999997,3,0.21666666666666667,4.333333333333333
2014-09,Furniture,West,Home Office,2940.532,475.4502,3,0.06666666666666667,1.6666666666666667
2014-09,Office Supplies,Central,Consumer,11179.474,3696.406899999999,21,0.3047619047619048,5.095238095238095
2014-09,Office Supplies,Central,Corporate,495.178,-200.23780000000002,10,0.32,3.0
2014-09,Office Supplies,Central,Home Office,814.054,172.2069,10,0.3,4.8
2014-09,Office Supplies,East,Consumer,3645.3779999999997,878.0044,31,0.1064516129032258,3.4193548387096775
2014-09,Office Supplies,East,Corporate,4559.916,112.5908,16,0.15625,3.75
2014-09,Office Supplies,East,Home Office,235.282,57.9264,10,0.21000000000000002,4.1
2014-09,Office Supplies,South,Consumer,2020.484,897.1210000000001,9,0.13333333333333336,4.666666666666667
2014-09,Office Supplies,South,Corporate,305.616,45.9759,6,0.2833333333333333,4.833333333333333
2014-09,Office Supplies,South,Home Office,9.64,4.7236,1,0.0,4.0
2014-09,Office Supplies,West,Consumer,3290.718,779.0496,35,0.05142857142857143,4.228571428571429
2014-09,Office Supplies,West,Corporate,377.96,114.3734,8,0.05,4.375
2014-09,Office Supplies,West,Home Office,489.598,141.3991,9,0.044444444444444446,4.444444444444445
2014-09,Technology,Central,Consumer,9289.642,-1131.5696,7,0.2,4.571428571428571
2014-09,Technology,Central,Corporate,6139.65,-883.2633000000001,3,0.4000000000000001,3.0
2014-09,Technology,Central,Home Office,300.86400000000003,22.7462,3,0.13333333333333333,4.333333333333333
2014-09,Technology,East,Consumer,6331.950000000001,2486.1721,11,0.07272727272727274,3.0
2014-09,Technology,East,Corporate,431.922,-555.0384,2,0.55,6.0
2014-09,Technology,East,Home Office,73.142,30.5685,2,0.1,2.5
2014-09,Technology,South,Consumer,4182.929,-1413.5075,4,0.3,5.25
2014-09,Technology,South,Corporate,132.066,45.3375,3,0.06666666666666667,3.6666666666666665
2014-09,Technology,West,Consumer,3571.4230000000002,1137.0221,10,0.15,2.6
2014-09,Technology,West,Corporate,83.984,31.494,1,0.2,5.0
2014-10,Furniture,Central,Consumer,295.367,-90.7635,3,0.5,3.6666666666666665
2014-10,Furniture,East,Consumer,4834.2080000000005,556.2438,8,0.1375,2.0
2014-10,Furniture,East,Corporate,1667.644,-707.4685999999999,2,0.2,3.5
2014-10,Furniture,East,Home Office,223.808,34.0216,2,0.2,6.0
2014-10,Furniture,South,Consumer,15.384,4.0383,1,0.2,5.0
2014-10,Furniture,South,Corporate,2209.9700000000003,195.04970000000003,6,0.06666666666666667,3.6666666666666665
2014-10,Furniture,West,Consumer,1796.038,249.81279999999998,3,0.06666666666666667,2.6666666666666665
2014-10,Furniture,West,Corporate,1029.134,-28.0906,4,0.1875,4.25
2014-10,Furniture,West,Home Office,232.69400000000002,36.321,3,0.13333333333333333,3.0
2014-10,Office Supplies,Central,Consumer,596.306,81.2453,10,0.42000000000000004,4.8
2014-10,Office Supplies,Central,Corporate,620.1379999999999,89.9377,7,0.2857142857142857,4.142857142857143
2014-10,Office Supplies,Central,Home Office,542.234,25.9985,4,0.35000000000000003,2.0
2014-10,Office Supplies,East,Consumer,1188.222,196.2783,15,0.2,2.7333333333333334
2014-10,Office Supplies,East,Corporate,568.984,27.2617,7,0.1142857142857143,3.5714285714285716
2014-10,Office Supplies,South,Consumer,11.85,3.792,1,0.0,0.0
2014-10,Office Supplies,South,Corporate,667.94,31.5707,6,0.06666666666666667,4.166666666666667
2014-10,Office Supplies,South,Home Office,467.228,47.284,8,0.125,4.125
2014-10,Office Supplies,West,Consumer,710.596,232.3338,15,0.05333333333333334,3.466666666666667
2014-10,Office Supplies,West,Corporate,1817.64,374.4514,22,0.1,3.272727272727273
2014-10,Office Supplies,West,Home Office,19.99,7.4872,2,0.0,2.0
2014-10,Technology,Central,Consumer,4855.888,948.9851,3,0.20000000000000004,3.6666666666666665
2014-10,Technology,Central,Corporate,1735.856,213.8455,4,0.1,4.5
2014-10,Technology,Central,Home Office,319.968,71.9928,1,0.2,2.0
2014-10,Technology,East,Consumer,462.25800000000004,-44.358299999999986,4,0.275,1.75
2014-10,Technology,South,Consumer,23.472,4.9878,1,0.2,0.0
2014-10,Technology,South,Corporate,1394.95,362.687,1,0.0,2.0
2014-10,Technology,South,Home Office,22.96,4.3624,1,0.0,2.0
2014-10,Technology,West,Consumer,1457.108,244.7758,7,0.08571428571428573,2.857142857142857
2014-10,Technology,West,Corporate,925.4219999999999,187.1489,5,0.16,3.2
2014-10,Technology,West,Home Office,740.136,87.0252,3,0.13333333333333333,4.0
2014-11,Furniture,Central,Consumer,2862.496,-187.6522,10,0.41,4.3
2014-11,Furniture,Central,Corporate,1847.5041999999999,-133.672,6,0.35333333333333333,4.333333333333333
2014-11,Furniture,Central,Home Office,479.9,81.583,1,0.0,4.0
2014-11,Furniture,East,Consumer,5208.798,-109.2681,8,0.1375,4.5
2014-11,Furniture,East,Corporate,2575.88,29.510000000000012,7,0.17142857142857143,3.5714285714285716
2014-11,Furniture,East,Home Office,537.618,22.313400000000005,4,0.1,4.25
2014-11,Furniture,South,Consumer,1505.288,-310.0824,3,0.20000000000000004,2.6666666666666665
2014-11,Furniture,South,Corporate,397.6,43.736,1,0.0,3.0
2014-11,Furniture,South,Home Office,111.15,48.906,1,0.0,5.0
2014-11,Furniture,West,Consumer,4409.672,27.104999999999976,15,0.15,3.7333333333333334
2014-11,Furniture,West,Corporate,1197.5945000000002,185.6471,4,0.0375,4.5
2014-11,Furniture,West,Home Office,431.372,3.9784000000000006,2,0.075,2.5
2014-11,Office Supplies,Central,Consumer,4865.496,-883.2890000000001,28,0.20714285714285713,4.571428571428571
2014-11,Office Supplies,Central,Corporate,919.268,171.68990000000002,20,0.23000000000000004,4.4
2014-11,Office Supplies,Central,Home Office,342.26,100.1248,6,0.16666666666666666,5.333333333333333
2014-11,Office Supplies,East,Consumer,4805.254999999999,892.1998,27,0.21851851851851853,3.814814814814815
2014-11,Office Supplies,East,Corporate,3517.5879999999997,1013.1086,15,0.11999999999999998,4.0
2014-11,Office Supplies,East,Home Office,1548.546,241.37199999999999,10,0.11000000000000001,5.1
2014-11,Office Supplies,South,Consumer,640.555,115.4941,10,0.19,5.3
2014-11,Office Supplies,South,Corporate,2227.71,888.6922000000001,20,0.095,4.5
2014-11,Office Supplies,West,Consumer,2920.636,201.77589999999998,29,0.0896551724137931,4.413793103448276
2014-11,Office Supplies,West,Corporate,4567.142,1434.7035,20,0.04,4.05
2014-11,Office Supplies,West,Home Office,507.98,236.0842,10,0.0,3.3
2014-11,Technology,Central,Consumer,1999.026,-12.078100000000006,7,0.17142857142857146,4.714285714285714
2014-11,Technology,Central,Corporate,467.658,58.1763,5,0.16,4.6
2014-11,Technology,Central,Home Office,273.96,10.9584,1,0.0,4.0
2014-11,Technology,East,Consumer,9245.256000000001,1289.9534999999998,12,0.21666666666666667,3.6666666666666665
2014-11,Technology,East,Corporate,1883.91,6.830399999999997,2,0.2,2.5
2014-11,Technology,East,Home Office,4627.92,2205.6126,3,0.0,5.0
2014-11,Technology,South,Corporate,1015.83,120.1068,2,0.1,4.5
2014-11,Technology,South,Home Office,1530.62,436.49019999999996,5,0.04,4.8
2014-11,Technology,West,Consumer,8109.5,950.884,17,0.15294117647058825,4.823529411764706
2014-11,Technology,West,Corporate,376.81,25.0428,5,0.08,3.2
2014-11,Technology,West,Home Office,670.918,86.0898,2,0.1,3.5
2014-12,Furniture,Central,Consumer,3957.942,364.487,9,0.48888888888888893,3.6666666666666665
2014-12,Furniture,Central,Corporate,875.35,-118.00640000000001,5,0.54,4.0
2014-12,Furniture,Central,Home Office,609.294,-13.3842,2,0.44999999999999996,3.0
2014-12,Furniture,East,Consumer,2397.518,-225.539,9,0.1888888888888889,3.4444444444444446
2014-12,Furniture,East,Corporate,3089.116,1.5632000000000232,7,0.2,3.857142857142857
2014-12,Furniture,East,Home Office,1778.2540000000001,415.47220000000004,4,0.025,5.25
2014-12,Furniture,South,Consumer,2763.288,268.5344,5,0.12000000000000002,3.8
2014-12,Furniture,South,Corporate,1013.832,101.3832,1,0.2,4.0
2014-12,Furniture,South,Home Office,2699.58,593.9076,2,0.0,1.0
2014-12,Furniture,West,Consumer,8065.3705,338.2832,16,0.140625,3.625
2014-12,Furniture,West,Corporate,3086.404,246.8115,11,0.1272727272727273,4.181818181818182
2014-12,Furniture,West,Home Office,310.01800000000003,38.3071,3,0.06666666666666667,2.3333333333333335
2014-12,Office Supplies,Central,Consumer,1874.8480000000002,478.0431,22,0.3727272727272728,4.454545454545454
2014-12,Office Supplies,Central,Corporate,847.634,-266.5108,17,0.29411764705882354,3.588235294117647
2014-12,Office Supplies,East,Consumer,1135.168,105.794,17,0.1823529411764706,4.764705882352941
2014-12,Office Supplies,East,Corporate,3595.2540000000004,874.6028,14,0.1357142857142857,3.5
2014-12,Office Supplies,East,Home Office,723.692,255.3769,4,0.05,5.5
